occ2_tgt3_hid0_seed89_stack_uc0_semantic | goal=stack seed=89 | placed green_object@free_001 line=130 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.135 | goal=holding seed=59 | placed blue_object@free_005 line=145 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.135 | goal=holding seed=59 | placed red_object@free_008 line=502 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01'] (target true hiding place=True, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.18 | goal=holding seed=59 | placed orange_object@free_005 line=940 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__03', 'shadow_of_red_object__01'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=4 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.18 | goal=holding seed=59 | placed purple_object@free_022 line=1142 -> reblocks ['shadow_018'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.18 | goal=holding seed=59 | placed blue_object@free_011 line=1230 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.18 | goal=holding seed=59 | placed green_object@free_029 line=1315 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_semantic_mbs0.18 | goal=holding seed=59 | placed red_object@free_001 line=1738 -> reblocks ['shadow_of_red_object__00'] (target true hiding place=True, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed59_holding_uc0_uniform | goal=holding seed=59 | placed orange_object@free_030 line=242 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02', 'shadow_of_orange_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (2 unsearched shadows remaining)
randpairs_occ4_seed59_holding_uc0_uniform | goal=holding seed=59 | placed purple_object@free_228 line=1032 -> reblocks ['shadow_314'] (target true hiding place=False, oracle_shadow=shadow_of_red_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (2 unsearched shadows remaining)
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=63 | placed blue_object@free_004 line=255 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=63 | placed green_object@free_001 line=543 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=63 | placed orange_object@free_001 line=259 -> reblocks ['shadow_019', 'shadow_020', 'shadow_021', 'shadow_022'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=63 | placed blue_object@free_041 line=622 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=63 | placed red_object@free_103 line=1537 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=63 | placed green_object@free_104 line=1914 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=63 | placed orange_object@free_005 line=260 -> reblocks ['shadow_008', 'shadow_009', 'shadow_010', 'shadow_011'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=63 | placed red_object@free_004 line=652 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=63 | placed green_object@free_028 line=992 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=63 | placed green_object@free_004 line=256 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=63 | placed orange_object@free_005 line=259 -> reblocks ['shadow_008', 'shadow_009', 'shadow_010', 'shadow_011'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=63 | placed red_object@free_031 line=1009 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=63 | placed green_object@free_045 line=1276 -> reblocks ['shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=63 | placed blue_object@free_039 line=1560 -> reblocks ['shadow_019', 'shadow_020', 'shadow_021'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=63 | placed green_object@free_187 line=242 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic | goal=holding seed=63 | placed orange_object@free_001 line=232 -> reblocks ['shadow_of_green_object__00', 'shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic | goal=holding seed=63 | placed green_object@free_025 line=354 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.05 | goal=holding seed=63 | placed blue_object@free_001 line=654 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.05 | goal=holding seed=63 | placed green_object@free_029 line=915 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=True, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.1 | goal=holding seed=63 | placed green_object@free_004 line=148 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.135 | goal=holding seed=63 | placed orange_object@free_007 line=147 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.135 | goal=holding seed=63 | placed red_object@free_004 line=238 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.135 | goal=holding seed=63 | placed blue_object@free_012 line=383 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.135 | goal=holding seed=63 | placed green_object@free_017 line=578 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=True, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_semantic_mbs0.18 | goal=holding seed=63 | placed green_object@free_004 line=150 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed63_holding_uc0_uniform | goal=holding seed=63 | placed orange_object@free_348 line=217 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ4_seed63_holding_uc0_uniform | goal=holding seed=63 | placed red_object@free_000 line=304 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ4_seed63_holding_uc0_uniform | goal=holding seed=63 | placed blue_object@free_168 line=442 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object__00) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=64 | placed blue_object@free_005 line=243 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=64 | placed green_object@free_023 line=926 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=64 | placed green_object@free_023 line=245 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=4 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=64 | placed orange_object@free_033 line=528 -> reblocks ['shadow_of_green_object__00', 'shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=64 | placed orange_object@free_003 line=554 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=64 | placed blue_object@free_071 line=873 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=64 | placed green_object@free_005 line=316 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=64 | placed orange_object@free_029 line=833 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=64 | placed blue_object@free_043 line=997 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=64 | placed green_object@free_010 line=399 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=64 | placed blue_object@free_024 line=800 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=64 | placed orange_object@free_032 line=1426 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=64 | placed orange_object@free_020 line=761 -> reblocks ['shadow_of_blue_object__00', 'shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=64 | placed green_object@free_024 line=2764 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=64 | placed blue_object@free_041 line=3036 -> reblocks ['shadow_of_blue_object__01', 'shadow_of_blue_object__02', 'shadow_of_blue_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ4_seed64_holding_uc0_semantic | goal=holding seed=64 | placed orange_object@free_003 line=145 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: 0 shadow(s) observed empty, 1 blocked-unresolved (target may still be there): ['shadow_of_blue_object'] — see audit #21 (real fix #47 deferred 2026-05-06)
randpairs_occ4_seed64_holding_uc0_semantic | goal=holding seed=64 | placed green_object@free_018 line=308 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: 0 shadow(s) observed empty, 1 blocked-unresolved (target may still be there): ['shadow_of_blue_object'] — see audit #21 (real fix #47 deferred 2026-05-06)
randpairs_occ4_seed64_holding_uc0_semantic | goal=holding seed=64 | placed red_object@free_039 line=509 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: 0 shadow(s) observed empty, 1 blocked-unresolved (target may still be there): ['shadow_of_blue_object'] — see audit #21 (real fix #47 deferred 2026-05-06)
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.05 | goal=holding seed=64 | placed green_object@free_005 line=224 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.05 | goal=holding seed=64 | placed blue_object@free_024 line=429 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.05 | goal=holding seed=64 | placed orange_object@free_061 line=1011 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.1 | goal=holding seed=64 | placed green_object@free_001 line=223 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.1 | goal=holding seed=64 | placed orange_object@free_006 line=590 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.1 | goal=holding seed=64 | placed blue_object@free_046 line=741 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.135 | goal=holding seed=64 | placed green_object@free_005 line=298 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.135 | goal=holding seed=64 | placed orange_object@free_009 line=678 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.135 | goal=holding seed=64 | placed blue_object@free_029 line=1085 -> reblocks ['shadow_016'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.18 | goal=holding seed=64 | placed orange_object@free_001 line=391 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed64_holding_uc0_semantic_mbs0.18 | goal=holding seed=64 | placed green_object@free_025 line=597 -> reblocks ['shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed red_object@free_006 line=243 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed blue_object@free_004 line=454 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_046 line=730 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed green_object@free_041 line=752 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=304122021 | placed red_object@free_001 line=246 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=304122021 | placed green_object@free_005 line=458 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=304122021 | placed blue_object@free_004 line=244 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=304122021 | placed green_object@free_013 line=336 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=304122021 | placed red_object@free_005 line=243 -> reblocks ['shadow_of_red_object__01', 'shadow_of_red_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_016 line=527 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic | goal=holding seed=66 | placed red_object@free_005 line=143 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
